Genotype,Replication,leaf_W1_Control,leaf_W1_Drought,leaf_W2_Control,leaf_W2_Drought,leaf_W3_Control,leaf_W3_Drought,leaf_W4_Control,leaf_W4_Drought,leaf_W5_Control,leaf_W5_Drought
DG_F3_386,6,0,0,2385.518551712691,2128.415246573243,7085.2695577703325,4551.743340008835,17772.39156361369,6707.292495895495,27728.442470771097,9069.560119321935
DG_F3_387,6,0,0,3221.211773805255,4251.065553372569,11186.548815406486,8086.446955102743,26517.23789321955,9945.615940641634,40850.82199671224,10055.61420247767
DG_F3_388,6,0,0,4135.737691093995,3157.9575737876116,12985.37508450788,5826.061926285165,29221.943018818223,4424.770952116109,38915.75219388558,3488.281731809819
DG_F3_389,6,0,0,2747.666551331944,3135.078660079471,8131.765213127566,7728.703695279145,20875.43864016143,4394.202607942806,28581.41572284664,3879.1197371837297
DG_F3_402,6,0,0,3469.0701739743395,2472.740193337259,10221.245730505932,5937.30212930577,18968.1784112231,5756.154580941142,27466.9402173678,7570.527022203727
DG_F3_403,6,0,0,3565.669822232673,2930.900926691773,13258.074192880144,5050.430165905935,28982.24819827898,4015.26168029614,44437.577221340085,2107.3468037145476
DG_F3_405,6,0,0,2604.3140300119694,2004.4353056761367,7285.649979522066,5449.597070121921,15770.017688513077,5202.245529207011,25585.288057341993,6255.7527335896175
DG_F3_406,6,0,0,2853.8268307298918,2408.7366973622266,7851.398768323668,4020.539536962475,18705.998867612187,2356.510858513905,30399.304560629753,1309.7077424122538
DG_F3_411,6,0,0,6714.8853134397805,4344.800775872943,17341.48465859465,8736.660597458995,33046.84236679507,12312.199150253628,46355.183575470706,13639.46948414414
DG_F3_412,6,0,0,6119.674290396833,3709.1220984824413,15625.772745360513,8714.48636083231,30726.624002705306,15114.189341910842,40578.49891816576,18175.6167011274
DG_F3_415,6,0,0,2212.0535145983795,1778.9226002177745,9172.585147788666,5348.332757090829,23568.123193364467,8132.897944056664,34705.39740626412,11635.761352075306
DG_F3_418,6,0,0,3060.867045841742,2694.54082862619,9764.272571861557,5893.228118541704,26872.57878767117,9800.168272031831,48747.7093065318,8137.341075211493
DG_F3_426,6,0,0,1749.1714152241639,2737.4717182470695,5592.509786805643,4112.797220704785,10572.368175343192,3720.059244913601,14715.5882695623,4602.430223646053
DG_F3_430,6,0,0,1744.5943478474649,2541.85718945834,6698.872031517173,5286.425472290199,15362.87026101875,7840.210927924281,23587.663887994193,11163.320907390796
DG_F3_433,6,0,0,3199.8643601363906,1710.5093338664237,11179.64556035471,3840.482240990508,23020.138473630122,4783.789176793214,35381.51924169897,5919.214281100262
DG_F3_437,6,0,0,787.9829289595382,2321.265690146778,3919.5301905149645,5705.541706243872,10974.08182719877,11578.819347329534,18883.26343178322,10125.612906587552
DG_F3_439,6,0,0,1566.6351614241303,2889.9719085512315,8152.1501319749,5301.608479159392,23536.476895470092,8803.961314913537,43633.95142441078,9292.796930726057
DG_F3_441,6,0,0,1982.567523292009,1774.7003594287955,5989.6305410748955,5015.028936267357,12611.251567340436,5427.806756569944,22517.134921729306,5370.793230553813
DG_F3_442,6,0,0,3419.4533958937773,3766.689942472136,11963.689132970409,8257.506379521707,23064.1384931689,7110.444601414781,31455.286448024584,4793.439389582972
DG_F3_443,6,0,0,2039.4606007766638,1901.390717319283,8081.948347416743,4986.776903960587,19938.93698779464,8204.560095219864,29637.646686002463,8890.330565678865
DG_F3_444,6,0,0,3227.334796751191,1642.4786005169499,10375.39133655051,4859.042450289124,23229.657546671155,9374.888022525169,35124.00680606028,9375.328856781069
DG_F3_448,6,0,0,2651.1797933378543,1372.3940163196455,7980.476757086739,5455.657483059744,16666.41817000532,7101.104561506552,25158.859978487024,7424.16895664643
DG_F3_449,6,0,0,2275.2453502284234,3597.67623175119,8306.63399574016,6500.644354811277,14492.375447101309,5965.008924218902,23683.89386362573,5883.046970283709
DG_F3_453,6,0,0,3099.3127839723547,4166.6052851451,12500.25542578586,12397.610415157971,26804.659521683127,11613.816286864623,39064.55773995508,11316.22690819168
DG_F3_456,6,0,0,2486.718026304872,2458.4741466479454,8731.177972634812,6630.300858327551,17203.12089800912,6385.74617047048,26361.66108911779,5125.648668758635
DG_F3_458,6,0,0,3102.889510505046,3226.648991847217,10896.760875288517,7462.972943015074,22836.693903816704,16191.717411432179,30929.794903603506,13639.472583972558
DG_F3_459,6,0,0,4551.210403850377,1192.5482791592917,15947.504584061146,3635.2088214818073,40081.476201048354,7785.264850220585,63710.79789095013,6104.243374379654
DG_F3_460,6,0,0,3950.614732280436,3934.5183464837164,13993.42192776237,8810.91661053025,28953.73868978435,6952.270434532365,43015.838149993884,7664.739721526478
DG_F3_461,6,0,0,4353.797287487809,5972.44746360329,14147.749140895625,13315.222536076551,32143.679476269834,15888.125451310327,46018.42542214012,13356.94483869698
DG_F3_462,6,0,0,3951.4002805373975,5481.6438617399235,11962.107465771815,9858.634301258842,21778.343732601905,9548.044403312002,35805.83866750302,7895.53713070983
DG_F3_463,6,0,0,2847.523082533573,2839.0592180644235,10255.709682038285,4149.022060311515,20485.435083207194,4448.743594125318,28378.771853742666,4273.387359541928
DG_F3_464,6,0,0,3563.733071517635,1120.7416189337464,11035.763695222711,3077.9419097656273,21371.335356585787,5673.595714160706,35881.74564652372,8936.156109217138
DG_F3_465,6,0,0,2781.590818614467,2431.8899352163003,8984.384733289538,6332.054067589028,18385.383230526455,8306.99336065414,25970.59643683602,8949.468379984484
DG_F3_469,6,0,0,4707.164132722671,2550.894556146022,15472.838122200974,7485.552639057368,39650.31363965362,10782.707039628373,55580.91713467948,10611.460535282407
DG_F3_473,6,0,0,4594.651834767816,1135.4280714624174,13221.90985171429,3819.0457440749506,28300.19870299208,9244.125475668165,43283.02606577277,9406.059477066548
DG_F3_477,6,0,0,2481.810359807735,2496.696522715575,8620.848155272943,5650.821794573834,18266.685235984925,5274.831096120253,30305.007827821584,7408.808514144839
DG_F3_478,6,0,0,3562.0228300161734,2720.153396211468,11749.364345764498,7737.639416110285,22757.652390435505,7415.571473301621,32724.450017190076,10611.332761135654
DG_F3_479,6,0,0,2171.9472227240285,3488.885069716476,7302.719943921234,7838.7901472405365,14540.315018407608,10640.64031968173,22443.096428086836,16748.560558079836
DG_F3_482,6,0,0,3595.276390111125,4191.512127595519,11342.027581418026,10178.24897879857,23988.538985061343,10999.76840503627,38272.63592323909,12399.348153920682
DG_F3_483,6,0,0,4446.798971844992,3086.058390438179,14490.890313782202,9523.281825268905,30552.889508654713,14352.967447805893,47084.84252486762,10096.823432351515
DG_F3_485,6,0,0,3525.0319465335724,3172.318795787315,11990.204207723069,7441.659642905158,24808.151584105697,10828.508445182331,33853.3990235151,10828.887982547003
DG_F3_487,6,0,0,3739.1016539381935,4443.737042513956,12295.094690324268,9560.500016477266,24566.843837554017,12258.719581976655,37148.61778030833,13221.582425329045
DG_F3_493,6,0,0,3596.983486209522,4956.156324669908,11930.841223940472,12620.930042772892,27675.942360899666,17235.042048334166,43100.71433462469,15851.57242262271
DG_F3_495,6,0,0,994.62454133613,1083.4457117342956,3762.7838185454775,1604.9942853761079,8119.166452838663,2104.9388157739004,12263.92940317069,2891.3429038449094
DG_F3_496,6,0,0,4271.571439783538,2428.836610528573,13612.04977689427,4363.476336377869,23302.422677768456,4242.473804517826,29029.857891464246,5177.1689024819025
DG_F3_497,6,0,0,1396.7074767303127,3799.405590366138,6140.904819686853,9136.786217415041,13470.680863933065,14445.868521733097,24021.347429517147,14543.861411120914
DG_F3_498,6,0,0,4057.424964229529,4454.906376519624,11506.750706311339,10166.281484165062,22544.54271988298,10711.360362912103,34534.616375133075,10434.508479105481
DG_F3_502,6,0,0,4924.7557396630455,4025.409421465178,18175.41502621822,5607.307415614661,41845.691892740906,6886.326522625854,67897.63207418808,7693.090288739886
DG_F3_504,6,0,0,3431.7704643319853,3346.4589757628655,11323.616526468082,4097.18760660182,22119.0076367758,5012.6889486071905,29437.811661007447,6976.8524958445205
DG_F3_506,6,0,0,4198.738772224836,3025.992940656589,11921.566646968118,6083.245661786167,26805.883201198718,6840.297882584068,39821.24004455568,8023.254412075971
DG_F3_507,6,0,0,3388.2907837839725,2081.9568413430607,11690.859457468616,5844.865824998539,24929.605021899766,9166.786732621444,38638.83560118582,10767.487029228625
DG_F3_509,6,0,0,4951.0782269093015,4118.545495571925,14628.001757792666,6342.992703204558,29000.776620386358,6965.959488805184,46208.659533917744,8221.292806920857
DG_F3_510,6,0,0,2359.578511624961,3177.3025286157185,7483.574779812359,6735.199923894299,13184.101327031573,9165.593025743818,20068.348999424248,11211.043324147604
DG_F3_511,6,0,0,2749.699478207065,3113.9825525404044,8852.313097624556,7061.00155939417,15635.563415038889,7910.2995064258575,20094.351467758872,9673.562343170659
DG_F3_513,6,0,0,3538.452182756074,2565.658572130509,10253.797983274295,6068.39281104234,22645.55158086609,6804.854574508282,34439.988516936326,6705.437335839683
DG_F3_517,6,0,0,3308.1598090474095,2651.0766219322923,11364.6557623839,7907.993443296282,24450.75011785896,10218.825398025238,41064.07244814637,15871.710646888718
DG_F3_521,6,0,0,2437.448495701127,2720.8274506321764,9078.770830801126,6081.664062628868,18889.78679168628,8933.319832606672,27128.086852825858,8713.626696557038
DG_F3_523,6,0,0,1622.8266093508487,2921.5952776532076,6858.908534004781,7211.39405937238,15467.927925102109,10449.740605586101,26184.977777207903,8869.237649436278
DG_F3_524,6,0,0,4341.2789149994715,2525.3659358741843,12607.035458976747,6095.531431230106,19992.576308474818,10179.66261928048,26587.9403780089,15312.561196328144
DG_F3_525,6,0,0,2716.586234106898,3369.444828588954,9721.998204100837,9859.226926858837,22104.87770780296,10435.465062313851,35520.36584516514,8737.728225566538
DG_F3_527,6,0,0,2644.415199684738,2174.260258883951,8343.319723695347,4245.763684535369,12817.259244005374,5819.359082151222,15209.67430016831,6278.79082546757
DG_F3_532,6,0,0,4742.73530641284,4131.0285932384095,12642.884476532688,6878.809136294937,20931.897079320246,7552.234914167203,27516.934916312966,6607.598949364673
DG_F3_534,6,0,0,4772.522918013852,3444.3329899793157,17133.30754837405,7901.3236500189305,32962.13949079765,13237.20778193142,37273.99980234656,7989.415765963244
DG_F3_536,6,0,0,4546.740930883956,3119.323176564206,11317.846905295688,4335.144550494478,24134.890868597602,5155.394843885838,32777.87265143222,7886.948587812218
DG_F3_538,6,0,0,2728.8410084923507,2475.394128065297,9369.498541734865,6704.462834408846,19421.658946949836,5934.972094541261,26888.47424086938,6642.553256670254
DG_F3_540,6,0,0,3471.7578263313194,2336.2945243885015,12071.520286818197,7857.305161230881,26549.955049427663,14281.063799591053,42901.603181838356,13916.97565147519
DG_F3_543,6,0,0,4474.219106037788,3771.517795894932,13201.400433195246,9635.12490576602,24271.76991004464,8928.972837414534,31375.262457408484,6848.547370408596
DG_F3_544,6,0,0,2730.9644537337645,1636.268532690748,9420.070412229856,5781.7272994996465,21946.010280629296,11170.968858350156,38668.349421414874,12911.693211643586
DG_F3_545,6,0,0,5536.524383639919,3242.1305382759565,15207.50362125829,6382.990159585488,28257.949243271058,4170.842310391948,39759.56609088138,6156.51701676581
DG_F3_546,6,0,0,5921.132266805081,6301.55585279025,14655.618532201592,11710.601904694191,27803.73669575178,19516.716061235944,37057.363209701354,17827.162938005094
DG_F3_547,6,0,0,7454.56781136023,4061.4490682145624,17622.035748680362,11576.658177823423,37437.68911137152,11310.40464607284,52797.34774169647,14584.676866327758
DG_F3_548,6,0,0,5442.897573354561,4326.608505118745,14066.258596938049,8554.983058706177,31890.362004442155,7160.375155269515,43220.80584337185,8206.186894513463
DG_F3_549,6,0,0,5721.58775519478,3797.4375688836512,13517.892764774664,8997.185669979039,30493.078451004305,9119.716182158558,39732.50988436471,8980.384407797015
DG_F3_550,6,0,0,3305.708775753693,3199.219307861166,11418.908562554201,8524.27383654325,27370.47814908573,7605.6848071795885,46023.26969632292,7262.241730624688
DG_F3_551,6,0,0,3871.5062579710375,3658.5265316850655,10785.072634261536,11104.991979480379,20573.957074267124,10207.411428652409,31795.66829022085,12274.011472230482
DG_F3_556,6,0,0,3658.2831458549804,1947.197212858664,11364.724692625734,7161.704817343534,22639.744856357258,10014.105262821999,31834.09856795877,8251.02382499377
DG_F3_561,6,0,0,3457.7098240078412,2137.0321180833885,10701.130803471606,4958.382665383258,24296.172681570766,6555.707824532541,43278.509998218164,9221.399210594578
DG_F3_562,6,0,0,2006.1389309095712,1548.3915461146996,5265.029103197127,5145.222787862419,9609.109213730006,7982.961186040941,13638.318545013353,8249.301476872715
DG_F3_563,6,0,0,2166.1451130228793,2575.8367538009006,8260.174064972003,6880.37201491125,18054.315545044185,9365.386702588905,28323.556402524555,9493.164479169887
DG_F3_565,6,0,0,3048.7984076737002,1372.998533086275,7844.797039043295,4542.551008567265,16189.310947463873,7426.434067102878,23931.0553541416,8153.943990742652
DG_F3_566,6,0,0,310.7789120183536,2497.0232134542757,2198.6625316603486,6140.360174686954,2353.7730570196054,9548.559908165953,5125.6894874531845,9720.058146004514
DG_F3_568,6,0,0,2639.304213676797,2744.591954108347,6891.470799246815,6156.4669470849985,16518.945932933726,6751.491175379592,31195.783994359517,4771.964056547326
DG_F3_573,6,0,0,5608.863883448703,4362.9588705120295,13956.357931082028,11096.43111565621,27005.90749547289,12456.106290902053,40167.90620401271,12464.647304840159
DG_F3_581,6,0,0,3205.717657341001,1784.8451755806252,9103.719937130258,5777.630615279109,20652.06013893949,6274.921346827534,31862.083718635426,7684.069848763111
DG_F3_582,6,0,0,4353.2230262223875,2506.8139603179116,14597.268876987166,7096.94848603956,31513.184855305117,12932.674866819461,40187.04350131299,9840.035848792517
DG_F3_585,6,0,0,3166.616115554186,1481.3567978812366,10464.989050513186,5382.6472391076195,22787.728507487107,5504.155882731383,31226.728205789143,7108.290528787873
DG_F3_589,6,0,0,5904.18315742608,4312.329488447131,16665.11053615445,8341.006598644406,33163.57882484093,9922.315266027734,45914.96213522474,10795.033819628607
DG_F3_592,6,0,0,5734.9962815620875,4827.848482122824,18023.535116158626,14902.76423698831,35939.03959231351,15616.360984732419,49457.467159444095,12710.001972858756
DG_F3_594,6,0,0,3530.765124070736,3427.493895441906,11291.801323270003,6396.393245100007,22914.38191472382,6915.272268130782,31265.83094786787,7225.546518302163
DG_F3_595,6,0,0,3532.3150609776403,3213.5291949166112,11276.034282591812,7802.0429158307825,25751.029704360582,7028.29073679299,39051.02929026546,6417.027782301692
DG_F3_598,6,0,0,2495.483166218883,2553.4591623001543,7389.108630978607,6814.011688607776,15023.891889420447,10725.909803864473,23019.756469497737,12583.52003069057
DG_F3_602,6,0,0,1113.497736840291,639.1511484457355,4396.852316540404,3731.011986496502,9468.308516824232,6447.562398429112,18659.54728569498,10141.192945399775
DG_F3_604,6,0,0,3230.252390305919,2628.0767980557216,9577.858359046617,6540.731763951603,19050.44526246822,13794.213354389889,26923.740886839096,12287.428554325292
DG_F3_606,6,0,0,2397.759178774005,2651.64309570395,7794.160886997727,4988.681762485178,16139.747534893882,4934.453789166927,21673.840346893223,4871.127390106551
DG_F3_607,6,0,0,2726.4447119836263,2165.0459761600646,8206.830277216875,5171.394141491316,16566.544975766577,6307.008396925932,25430.338718653416,6866.092787839894
DG_F3_608,6,0,0,4110.153697529787,2310.0610878722123,12038.750875156758,7527.544990836999,25764.736762058412,9104.27071439376,36833.315735860284,15212.215487652169
DG_F3_609,6,0,0,3352.515760014686,2732.762618425654,10580.862410578746,9151.423926600266,21486.5179111163,9874.065076235074,36648.16871305663,11829.50683113679
DG_F3_610,6,0,0,4301.0151991955345,2023.7882102920735,11225.763986604416,5177.175433631058,25766.522839733716,8116.6397376132645,33424.124085591844,9297.559174246495
DG_F3_611,6,0,0,2781.5300262731753,3640.5226856474483,6541.812531417701,8940.136161539283,15025.184599485527,7764.401049746153,28232.629312170026,5894.723816841629
DG_F3_612,6,0,0,3868.0721359323825,4091.1183552122243,10272.270662089566,10169.574670707447,18010.675892390995,15259.157819989347,25689.27691254925,12726.927902327148
DG_F3_613,6,0,0,3674.276789244147,3496.9408989545163,12078.214532998883,6917.8767235810665,26303.456802216173,15210.065890392843,41425.05497562501,14856.74450162284
DG_F3_614,6,0,0,2500.2127404301245,3169.7112214611725,8552.08242856935,9277.457978238624,16446.81440522771,13910.598280049955,25776.174492409336,11815.83294290804
DG_F3_617,6,0,0,3345.246733263057,1674.3153683992346,8901.230196364355,3474.200606633449,17003.652871537306,4637.960276546757,24560.595439523982,3475.827750219699
DG_F3_618,6,0,0,3704.5070060220423,3331.574932070344,10583.91195973611,9829.719399329568,20946.693617299145,11828.375224646179,39499.52914744222,14444.087878134786
DG_F3_619,6,0,0,4675.442144749203,3955.6168255256243,12760.327221508196,9039.074224679716,26445.828364955178,17306.474981155246,42496.980318479036,13072.625013434968
DG_F3_620,6,0,0,4144.154281902184,2262.2309852433486,13214.04704956973,5842.178512169774,31631.95086436763,10607.243596669165,48285.53133550919,9087.799961171331
DG_F3_621,6,0,0,2819.7995047521053,2844.866271727562,9007.921739287163,6996.009819911509,18946.453780434134,13498.980658925007,27509.209235069993,14554.697715423461
DG_F3_624,6,0,0,3466.4522362002886,2542.123812390586,9909.337909816044,7235.680549233826,17565.41537963629,12676.80467992682,25587.992304903622,11024.92315219249
DG_F3_628,6,0,0,2862.2444145244126,3663.9508751990097,8273.971986405655,8191.930998301089,19605.90871404459,10532.176876549922,26084.509342670855,8084.37648303231
DG_F3_630,6,0,0,4639.988990514604,3577.643600285889,12624.329396356812,3655.7857369835156,25249.68767369467,5833.949470867877,37924.68592211113,3820.873637180751
DG_F3_632,6,0,0,6264.169669027269,4953.551779978575,16924.087774947922,8968.613021280202,34001.53250350414,10215.875896227906,44233.911698246746,12013.385217166291
DG_F3_633,6,0,0,3385.5805098627097,1624.0525669001922,10441.798847207165,4026.449156404298,26135.213920084963,7649.490478525524,49482.306150761586,9751.340588627214
DG_F3_634,6,0,0,3545.096534420491,3178.275782515274,9313.148806040528,6712.985116530152,21311.096734463496,12497.079275363645,31887.738431113303,12468.23580203264
DG_F3_635,6,0,0,6063.237866245621,3599.7657422435504,15840.856103601516,9185.141427409962,37322.48361984563,11874.478558394412,51828.09244313781,12746.475628287195
DG_F3_636,6,0,0,2678.8500423389983,2254.697918503426,8267.147778391965,5016.629726181906,19214.036544352868,7085.003983431769,30249.393313947294,6992.84637198398
DG_F3_638,6,0,0,4664.003738765581,3747.3184841281673,11658.369956219392,9973.081422251571,24679.275726892716,12508.683344008934,33232.111462227505,9520.854095430415
DG_F3_639,6,0,0,3636.5166961261425,1417.8379541325894,10008.234415629715,4035.5941967786075,17661.088718442905,8362.99362121643,24257.19772940827,11791.58764795642
DG_F3_640,6,0,0,3789.6565102639543,3060.2412364435686,11567.482538187352,8484.205000773563,21753.030427949674,10640.615408701167,31226.346184162245,11406.384628332398
DG_F3_641,6,0,0,5650.161774586036,3107.9109698223047,16380.86969164446,7426.881717497321,32407.519271412173,13386.672147520698,57308.99872758224,15912.182850166364
DG_F3_642,6,0,0,2876.3352338658083,1195.5960087428248,8849.64100558686,3588.2361158273616,21963.34193062995,7909.057744773631,34568.54503713485,9821.417199328367
DG_F3_643,6,0,0,4295.563103615385,4555.660081091462,11210.35403356245,7300.351228462403,23965.377040846575,7384.462557814128,32134.797347399017,6994.0141473864405
DG_F3_644,6,0,0,3239.6511742929324,2879.6555552208347,9824.465102621734,7183.422991957302,18030.95816459883,6723.5483643020225,27054.912036747282,4558.824667046925
